Port,Protocol,Service,Description,Risk,Category,Recommendation
118,tcp,sqlserv,SQL Services,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
118,udp,sqlserv,SQL Services,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
119,tcp,nntp,Network News Transfer Protocol,LOW,Network Infrastructure,Restrict access to trusted networks; Monitor traffic; Keep services patched.
119,udp,nntp,Network News Transfer Protocol,LOW,Network Infrastructure,Restrict access to trusted networks; Monitor traffic; Keep services patched.
120,tcp,cfdptkt,CFDPTKT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
120,udp,cfdptkt,CFDPTKT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
121,tcp,erpc,Encore Expedited Remote Pro.Call,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
121,udp,erpc,Encore Expedited Remote Pro.Call,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
122,tcp,smakynet,SMAKYNET,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
122,udp,smakynet,SMAKYNET,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
123,tcp,ntp,Network Time Protocol,LOW,Network Infrastructure,Restrict access to trusted networks; Monitor traffic; Keep services patched.
123,udp,ntp,Network Time Protocol,LOW,Network Infrastructure,Restrict access to trusted networks; Monitor traffic; Keep services patched.
124,tcp,ansatrader,ANSA REX Trader,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
124,udp,ansatrader,ANSA REX Trader,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
125,tcp,locus-map,Locus PC-Interface Net Map Ser,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
125,udp,locus-map,Locus PC-Interface Net Map Ser,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
126,tcp,nxedit,NXEdit,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
126,udp,nxedit,NXEdit,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
127,tcp,locus-con,Locus PC-Interface Conn Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
127,udp,locus-con,Locus PC-Interface Conn Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
128,tcp,gss-xlicen,GSS X License Verification,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
128,udp,gss-xlicen,GSS X License Verification,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
129,tcp,pwdgen,Password Generator Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
129,udp,pwdgen,Password Generator Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
130,tcp,cisco-fna,cisco FNATIVE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
130,udp,cisco-fna,cisco FNATIVE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
131,tcp,cisco-tna,cisco TNATIVE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
131,udp,cisco-tna,cisco TNATIVE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
132,tcp,cisco-sys,cisco SYSMAINT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
132,udp,cisco-sys,cisco SYSMAINT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
133,tcp,statsrv,Statistics Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
133,udp,statsrv,Statistics Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
134,tcp,ingres-net,INGRES-NET Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
134,udp,ingres-net,INGRES-NET Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
135,tcp,epmap,DCE endpoint resolution,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
135,udp,epmap,DCE endpoint resolution,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
136,tcp,profile,PROFILE Naming System,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
136,udp,profile,PROFILE Naming System,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
137,tcp,netbios-ns,NETBIOS Name Service,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
137,udp,netbios-ns,NETBIOS Name Service,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
138,tcp,netbios-dgm,NETBIOS Datagram Service,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
138,udp,netbios-dgm,NETBIOS Datagram Service,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
139,tcp,netbios-ssn,NETBIOS Session Service,HIGH,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
139,udp,netbios-ssn,NETBIOS Session Service,HIGH,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
140,tcp,emfis-data,EMFIS Data Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
140,udp,emfis-data,EMFIS Data Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
141,tcp,emfis-cntl,EMFIS Control Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
141,udp,emfis-cntl,EMFIS Control Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
142,tcp,bl-idm,Britton-Lee IDM,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
142,udp,bl-idm,Britton-Lee IDM,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
143,tcp,imap,Internet Message Access Protocol,MEDIUM,Email Services,"Enable SPF, DKIM and DMARC; Enforce TLS; Prevent open relay."
143,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
144,tcp,uma,Universal Management Architecture,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
144,udp,uma,Universal Management Architecture,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
145,tcp,uaac,UAAC Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
145,udp,uaac,UAAC Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
146,tcp,iso-tp0,ISO-IP0,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
146,udp,iso-tp0,ISO-IP0,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
147,tcp,iso-ip,ISO-IP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
147,udp,iso-ip,ISO-IP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
148,tcp,jargon,Jargon,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
148,udp,jargon,Jargon,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
149,tcp,aed-512,AED 512 Emulation Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
149,udp,aed-512,AED 512 Emulation Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
150,tcp,sql-net,SQL-NET,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
150,udp,sql-net,SQL-NET,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
151,tcp,hems,HEMS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
151,udp,hems,HEMS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
152,tcp,bftp,Background File Transfer Program,MEDIUM,File Transfer,Use secure protocols (SFTP/FTPS); Disable anonymous access; Restrict file transfer permissions.
152,udp,bftp,Background File Transfer Program,MEDIUM,File Transfer,Use secure protocols (SFTP/FTPS); Disable anonymous access; Restrict file transfer permissions.
153,tcp,sgmp,SGMP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
153,udp,sgmp,SGMP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
154,tcp,netsc-prod,NETSC,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
154,udp,netsc-prod,NETSC,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
155,tcp,netsc-dev,NETSC,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
155,udp,netsc-dev,NETSC,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
